央视频道,#genre#
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8
CCTV1,http://jf.jxx2023.work:40446/tsfile/live/0001_1.m3u8
CCTV1,http://xiaoya.crccxw.top:35455/gaoma/cctv1.m3u8
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV2,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV2,http://jf.jxx2023.work:40446/tsfile/live/0002_1.m3u8
CCTV2,http://36.105.100.208:35455/gaoma/cctv2.m3u8
CCTV2,http://newtv.fun:35455/gaoma/cctv2.m3u8
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8
CCTV3,http://36.105.100.208:35455/gaoma/cctv3.m3u8
CCTV3,http://newtv.fun:35455/gaoma/cctv3.m3u8
CCTV3,http://xiaoya.crccxw.top:35455/gaoma/cctv3.m3u8
CCTV3,http://lt.hxtre.com:35455/gaoma/cctv3.m3u8
CCTV3,http://hangfun.top:35455/gaoma/cctv3.m3u8
CCTV4,http://xiaoya.crccxw.top:35455/gaoma/cctv4.m3u8
CCTV4,http://lt.hxtre.com:35455/gaoma/cctv4k.m3u8
CCTV4,http://newtv.fun:35455/gaoma/cctv4k.m3u8
CCTV4,http://36.105.100.208:35455/gaoma/cctv4k.m3u8
CCTV4,http://lt.hxtre.com:35455/gaoma/cctv4.m3u8
CCTV5,http://xiaoya.crccxw.top:35455/gaoma/cctv5.m3u8
CCTV5,http://3501776.xyz:35455/gaoma/cctv5.m3u8
CCTV5,http://13937899.xyz:35455/gaoma/cctv5.m3u8
CCTV5,http://wab201.win:35455/gaoma/cctv5.m3u8
CCTV5,http://newtv.fun:35455/gaoma/cctv5.m3u8
CCTV5+,http://xiaoya.crccxw.top:35455/gaoma/cctv5p.m3u8
CCTV5+,http://wab201.win:35455/gaoma/cctv5p.m3u8
CCTV5+,http://newtv.fun:35455/gaoma/cctv5p.m3u8
CCTV5+,http://36.105.100.208:35455/gaoma/cctv5p.m3u8
CCTV5+,http://13937899.xyz:35455/gaoma/cctv5p.m3u8
CCTV6,http://xiaoya.crccxw.top:35455/gaoma/cctv6.m3u8
CCTV6,http://13937899.xyz:35455/gaoma/cctv6.m3u8
CCTV6,http://36.105.100.208:35455/gaoma/cctv6.m3u8
CCTV6,http://wab201.win:35455/gaoma/cctv6.m3u8
CCTV6,http://lt.hxtre.com:35455/gaoma/cctv6.m3u8
